entry_id,library_id,source_lang,target_lang,source_term,target_term,current_validation_type,suggested_validation_type,classification_reason,confidence,reviewed_validation_type,review_note
397,2,zh,en,批次,Batch,,,,,lexical_required,
313,2,zh,en,批號,lot number,,,,,lexical_required,
2581,2,zh,en,批號編碼原則,Lot number coding principle,,,,,lexical_required,
1686,2,zh,en,技術手冊借閱登記表,Technical Manual Borrowing Record Form,,,,,strict_required,
1687,2,zh,en,技術文檔,Technical documentation,,,,,strict_required,
2582,2,zh,en,技術服務,Technical Service,,,,,lexical_required,
1685,2,zh,en,技術報告,Technical report form,,,,,strict_required,
1688,2,zh,en,投影機保養(點檢)記錄表,Projector maintenance (check) record form,,,,,strict_required,
1689,2,zh,en,投影機校正作業辦法,Projector calibrate instruction,,,,,strict_required,
2608,2,zh,en,改正,Correction,,,,,lexical_required,
1699,2,zh,en,改正及預防措施處理程序,Corrective action and preventive action management procedure,,,,,strict_required,
2606,2,zh,en,改善效果之查證,Validation for improvement,,,,,lexical_required,
2607,2,zh,en,改善結果追蹤,Trace improved result,,,,,lexical_required,
2605,2,zh,en,改善對策,Corrective actions,,,,,lexical_required,
411,2,zh,en,更換週期,replace period,,,,,lexical_required,
412,2,zh,en,更換類別,replace item,,,,,lexical_required,
1724,2,zh,en,材料檢驗記錄表暨材質及特性測試報告,Material Inspection Record Form with Material and Properties test report,,,,,strict_required,
2892,2,zh,en,系統功能簡述,System Function Overview,,,,,lexical_required,
2893,2,zh,en,系統架構圖,System Architecture Diagram,,,,,strict_required,
2895,2,zh,en,系統配置,System Configuration,,,,,lexical_required,
1950,2,zh,en,系統軟體驗證報告,System Software Qualification Report,,,,,strict_required,
2891,2,zh,en,系統備份原則,System Backup Principles,,,,,lexical_required,
2896,2,zh,en,系統開發驗證,System Development Qualification,,,,,lexical_required,
2894,2,zh,en,系統權限設定,System permission setting,,,,,lexical_required,
496,2,zh,en,良率,yield,,,,,lexical_required,
2008,2,zh,en,角度規、分度尺校正作業辦法,Angle gauge and graduated scale calibrate instruction,,,,,strict_required,
2026,2,zh,en,走心區加工作業及換線管理辦法,"Lathe, Swiss type, change line work instruction",,,,,strict_required,
2044,2,zh,en,里氏硬度計日常查核記錄表,Leeb hardness tester daily check record form,,,,,strict_required,
2045,2,zh,en,里氏硬度計校正作業辦法,Leeb hardness tester calibrate instruction,,,,,strict_required,
2272,2,zh,en,使用／保養管理,Utilization / Maintenance management,,,,,lexical_required,
2265,2,zh,en,使用者,user,,,,,lexical_required,
329,2,zh,en,使用者介面,user interface,,,,,lexical_required,
330,2,zh,en,使用者介面的生產與生產後資訊,the production and post-production information of user interface,,,,,lexical_required,
331,2,zh,en,使用者介面規格,user interface specification,,,,,lexical_required,
332,2,zh,en,使用者介面評估,user interface evaluation,,,,,lexical_required,
333,2,zh,en,使用者介面需求,user interface requirements,,,,,lexical_required,
2266,2,zh,en,使用者回饋,User feed-back,,,,,lexical_required,
1452,2,zh,en,使用者訓練作業辦法,User training work instruction,,,,,strict_required,
2268,2,zh,en,使用者訓練滿意度,Customer Training Satisfaction,,,,,lexical_required,
1453,2,zh,en,使用者訓練滿意度調查彙整表,Customer Training Satisfaction Survey Conclusion,,,,,strict_required,
1454,2,zh,en,使用者訓練簽到表,Customer training attendance form,,,,,strict_required,
334,2,zh,en,使用者專家檢視,expert reviews,,,,,lexical_required,
335,2,zh,en,使用者描述,user profile,,,,,lexical_required,
336,2,zh,en,使用者需求,user need,,,,,lexical_required,
2267,2,zh,en,使用者操作錯誤,User error,,,,,lexical_required,
1451,2,zh,en,使用者權限單,Permission Request Form,,,,,strict_required,
571,2,zh,en,使用表單,Q Forms,,,,,strict_required,
337,2,zh,en,使用規格,use specification,,,,,lexical_required,
2261,2,zh,en,使用單位,Using Division,,,,,strict_required,
2264,2,zh,en,使用群,user group,,,,,lexical_required,
2269,2,zh,en,使用說明,Instruction for use,,,,,lexical_required,
2270,2,zh,en,使用說明上應有的資訊,Information in the instructions for use,,,,,reference_only,
338,2,zh,en,使用說明書,User manual,,,,,strict_required,
2262,2,zh,en,使用獨立批號原則,Principle of using independent lot numbers,,,,,lexical_required,
2271,2,zh,en,使用錯誤,use error,,,,,lexical_required,
2263,2,zh,en,使用環境,use environment,,,,,lexical_required,
2273,2,zh,en,來源,Source,,,,,reference_only,
2274,2,zh,en,供應商,Supplier,,,,,lexical_required,
2275,2,zh,en,供應商/外包商環安衛 自我評估表,Supplier/Outsourcer ESH self-assessment questionnaire,,,,,strict_required,
1455,2,zh,en,供應商/外包商環安衛自我評估表,Supplier/Outsourcer ESH self-assessment questionnaire,,,,,strict_required,
2279,2,zh,en,供應商文件,Documents provided by suppliers,,,,,lexical_required,
1457,2,zh,en,供應商代工報廢品處理辦法,Supplier scrap parts disposite instruction,,,,,strict_required,
1471,2,zh,en,供應商永續發展評估表,Supplier ESG assessment form,,,,,strict_required,
1456,2,zh,en,供應商交貨不良通知單,Supplier non-conformity notice form,,,,,strict_required,
2276,2,zh,en,供應商交貨品質,Suppliers delivery quality,,,,,lexical_required,
1458,2,zh,en,供應商再評估表,Supplier re-assessment form,,,,,strict_required,
2278,2,zh,en,供應商再評核作業,Supplier Re-evaluation,,,,,lexical_required,
1468,2,zh,en,供應商批號管理作業辦法,Supplier lot number management work instruction,,,,,strict_required,
1469,2,zh,en,供應商改善要求單,Supplier corrective action request (S.C.A.R),,,,,strict_required,
2277,2,zh,en,供應商供貨名詞定義,Definition of Supplier Supply Terms,,,,,lexical_required,
1475,2,zh,en,供應商表面處理外觀品質規範(器械用),Cosmetic quality standards of instruments (for surface treatment supplier),,,,,strict_required,
2283,2,zh,en,供應商表現度,Supplier Performance Report,,,,,strict_required,
1474,2,zh,en,供應商表現度評分表,Supplier performance scored sheet,,,,,strict_required,
1479,2,zh,en,供應商金屬加工外觀品質規範(器械用),Cosmetic quality standards - Metallic products of instruments (for machining supplier),,,,,strict_required,
1463,2,zh,en,供應商品質系統稽核表,Supplier quality system audit list,,,,,strict_required,
1464,2,zh,en,供應商品質系統稽核計畫表,Supplier quality system audit plan form,,,,,strict_required,
1462,2,zh,en,供應商品質系統稽核簽到表,Supplier quality system audit meeting attendees list,,,,,strict_required,
1459,2,zh,en,供應商品質保證協議書,Supplier quality agreement,,,,,strict_required,
1461,2,zh,en,供應商品質管理工程表,Supplier quality control plan form,,,,,strict_required,
1460,2,zh,en,供應商品質稽核作業辦法,Supplier quality audit work instruction,,,,,strict_required,
1480,2,zh,en,供應商首批承認通知書,Supplier first article approval notice,,,,,strict_required,
1481,2,zh,en,供應商首批樣品承認書,Supplier first article approval report,,,,,strict_required,
1482,2,zh,en,供應商首批樣品承認辦法,Supplier first article approval work instruction,,,,,strict_required,
1476,2,zh,en,供應商評估/稽核缺失報告,Supplier assessed/audited nonconformity report,,,,,strict_required,
2284,2,zh,en,供應商評核改善確認,Supplier Improvement Confirmation,,,,,lexical_required,
1467,2,zh,en,供應商塑膠製品外觀品質規範(器械用),Cosmetic quality standards - plastic products of instruments (for supplier),,,,,strict_required,
2286,2,zh,en,供應商資格審查與評核,Supplier Profile Review and Evaluation,,,,,lexical_required,
2280,2,zh,en,供應商監控與管理,Supplier Monitor and Management,,,,,lexical_required,
2281,2,zh,en,供應商管理作業說明,Description of supplier management,,,,,strict_required,
2282,2,zh,en,供應商管理組,Supplier Management Section,,,,,strict_required,
1473,2,zh,en,供應商管理程序,Supplier management procedure,,,,,strict_required,
2288,2,zh,en,供應商領料作業說明,Description of supplier’s material picking,,,,,strict_required,
1470,2,zh,en,供應商樣品試作打樣作業辦法,Supplier Prototyping Process,,,,,strict_required,
1472,2,zh,en,供應商稽核日程表,Supplier audit schedule,,,,,strict_required,
1465,2,zh,en,供應商器械產品包裝規範,Supplier instrument product packaging standard,,,,,strict_required,
1466,2,zh,en,供應商器械盒外觀判定品質規範,Cosmetic quality standards - Instrument case (for supplier),,,,,strict_required,
2287,2,zh,en,供應商遴選方式,Supplier sourcing,,,,,lexical_required,
2285,2,zh,en,供應商變更,Supplier change,,,,,lexical_required,
1477,2,zh,en,供應商變更申請表,Supplier change application form,,,,,strict_required,
1478,2,zh,en,供應商變更聲明書,Supplier change declaration,,,,,strict_required,
2332,2,zh,en,其他地區,Other Regions,,,,,lexical_required,
2333,2,zh,en,其他要求,Other requirements,,,,,reference_only,
2334,2,zh,en,其它相關權責單位,Other related authorized divisions,,,,,strict_required,
2342,2,zh,en,初期研究階段,Initial concept stage,,,,,lexical_required,
2181,2,zh,en,制定部門,Rel. Div.,,,,,strict_required,
1521,2,zh,en,刻印製程規範,Laser marking process specification,,,,,strict_required,
358,2,zh,en,取樣依據,sampling criteria,,,,,lexical_required,
2369,2,zh,en,取閱管制,Access management,,,,,lexical_required,
2372,2,zh,en,受託研究機構,Contract research institution,,,,,lexical_required,
2371,2,zh,en,受理核准,Review,,,,,lexical_required,
2373,2,zh,en,受試者,Subject,,,,,lexical_required,
2370,2,zh,en,受影響文件,Affected documents,,,,,lexical_required,
1580,2,zh,en,固定式起重機(日)點檢表,Fixed hoist (daily) check record form,,,,,strict_required,
1581,2,zh,en,固定式起重機(月)點檢表,Fixed hoist (month) check record form,,,,,strict_required,
2478,2,zh,en,委外加工或採購件之特採申請,Concession application for outsourced manufacturing or purchased parts,,,,,lexical_required,
1609,2,zh,en,委外收料單,Outsourced material reception form,,,,,strict_required,
2477,2,zh,en,委外作業內容,Outsourcing,,,,,lexical_required,
2479,2,zh,en,委外採購作業說明,Description of vend out purchasing,,,,,strict_required,
1608,2,zh,en,委外塑膠直接模壓成型製程確效作業辦法,Outsourcing plastic Direct Compression Moulding process validation work instruction,,,,,strict_required,
2480,2,zh,en,委外模具驗收,Check and acceptance of vend out molds,,,,,lexical_required,
2481,2,zh,en,委外請、採購,Vend out acquisition and purchasing,,,,,lexical_required,
2489,2,zh,en,官方稽核,Official audit,,,,,lexical_required,
2490,2,zh,en,定期安全性更新報告,"Periodic safety update report, PSUR",,,,,strict_required,
1618,2,zh,en,定期安全性更新報告書,Periodic safety update report,,,,,strict_required,
2492,2,zh,en,定期測試查證與製程再確效,Periodical verification test and process re-validation,,,,,lexical_required,
1619,2,zh,en,定期測試驗證記錄表,Periodic verification testing record form,,,,,strict_required,
2491,2,zh,en,定期審核管理系統文件,The periodicity to review the management system documents,,,,,lexical_required,
2493,2,zh,en,定期盤點,Periodical counting,,,,,lexical_required,
1620,2,zh,en,定期確效計劃表,Periodical validation plan form,,,,,strict_required,
379,2,zh,en,定期確效監控,periodic validation monitoring,,,,,lexical_required,
380,2,zh,en,定期稽核,Periodical audit,,,,,lexical_required,
569,2,zh,en,定義,Definition,,,,,strict_required,
393,2,zh,en,性能驗證,"Performance qualification, PQ",,,,,strict_required,
2573,2,zh,en,性能驗證 PQ,Performance qualification,,,,,strict_required,
1668,2,zh,en,性能驗證(PQ)計畫與報告書,Performance qualification protocol and report,,,,,strict_required,
2583,2,zh,en,抱怨,Complaint,,,,,lexical_required,
1690,2,zh,en,抽屜式UV-固化機設備操作及保養辦法,Drawer UV-curing machine operate and maintain instruction,,,,,strict_required,
398,2,zh,en,抽樣水準,sampling level,,,,,lexical_required,
2584,2,zh,en,抽樣計畫,Sampling plan,,,,,lexical_required,
2585,2,zh,en,抽樣計畫與統計手法,Sampling plan and Statistical methods,,,,,lexical_required,
1691,2,zh,en,抽樣計劃管制辦法,General sampling criteria work instruction,,,,,strict_required,
399,2,zh,en,拋光,polish,,,,,lexical_required,
2609,2,zh,en,放置地點,Location,,,,,lexical_required,
1700,2,zh,en,放電加工機操作及保養辦法,Electrical discharge machine operate and maintain instruction,,,,,strict_required,
1723,2,zh,en,服務能力評估調查表,Service Capability survey form,,,,,strict_required,
1722,2,zh,en,服務商換貨申請單,Distributer exchange products application form,,,,,strict_required,
1789,2,zh,en,沾漿製程規範,Thick liquid dipping process specification,,,,,strict_required,
2703,2,zh,en,法規人員,Regulatory affairs personnel,,,,,lexical_required,
2706,2,zh,en,法規及標準的變更,Changes of regulations and standards,,,,,lexical_required,
2707,2,zh,en,法規及標準要求,Regulations and standards requirements,,,,,lexical_required,
2163,2,zh,en,法規文管部,Regulatory Affairs & Document Control Division,,,,,strict_required,
2709,2,zh,en,法規文管單位,Regulatory Affairs & Document Control Division,,,,,strict_required,
2704,2,zh,en,法規代表,"Person Responsible for Regulatory Compliance, PRRC",,,,,strict_required,
2705,2,zh,en,法規代表的職責,The responsibility of person responsible for regulatory compliance,,,,,lexical_required,
2710,2,zh,en,法規符合性稽核,Regulatory compliance audit,,,,,lexical_required,
2708,2,zh,en,法規單位,Regulatory Affairs Division,,,,,strict_required,
2711,2,zh,en,法規管制組,Regulatory Control Section,,,,,strict_required,
2712,2,zh,en,法規與文管單位,Regulatory Affairs & Document Control Division,,,,,strict_required,
1790,2,zh,en,法規與標準規範更新追蹤表,Regulation and standard update and tracking from,,,,,strict_required,
429,2,zh,en,法規認證,regulatory certification,,,,,lexical_required,
2713,2,zh,en,法規諮詢,Regulatory Consultation,,,,,lexical_required,
1791,2,zh,en,法規驗證與申請程序,Regulatory compliance and application procedure,,,,,strict_required,
1792,2,zh,en,泛用量檢具使用與應用作業辦法,All-purpose measuring and inspection fixture use and appliance work instruction,,,,,strict_required,
1793,2,zh,en,泡殼封合纖維撕裂(Fiber Tear)測試規範,Testing criteria for blister pack fiber tear percentage,,,,,strict_required,
1794,2,zh,en,泡漿製程規範,Thick liquid bathing process process specification,,,,,strict_required,
2714,2,zh,en,波紋輪廓,Waviness profile,,,,,lexical_required,
2715,2,zh,en,注意事項,Precaution,,,,,reference_only,
2185,2,zh,en,版權所有,Copyright Reserved by,,,,,strict_required,
451,2,zh,en,物化性質,physical and chemical properties,,,,,lexical_required,
1840,2,zh,en,物料有效期限管控表,Material period of validity control form,,,,,strict_required,
2751,2,zh,en,物料評審委員會,"Material review board, MRB",,,,,strict_required,
1841,2,zh,en,物料評審委員會(MRB)處理記錄表,Material Review Board meeting minutes,,,,,strict_required,
2752,2,zh,en,物理性性能驗證,"Physical performance qualification, PPQ",,,,,strict_required,
2753,2,zh,en,物管組,Stock Management Section,,,,,strict_required,
2764,2,zh,en,狀態標示,Status labeling,,,,,lexical_required,
2837,2,zh,en,直方圖,Histogram,,,,,lexical_required,
2834,2,zh,en,直接人員,Direct personnel,,,,,lexical_required,
2835,2,zh,en,直接刻印,"Direct Part Mark, DPM",,,,,strict_required,
2836,2,zh,en,直接原料,Direct material,,,,,lexical_required,
1905,2,zh,en,直接調撥單,Direct transfer application form,,,,,strict_required,
2841,2,zh,en,知情同意,Informed consent,,,,,lexical_required,
2842,2,zh,en,知情同意書,Informed consent form,,,,,strict_required,
1922,2,zh,en,矽膠灌模製程規範,Grouting silica gel mold process specification,,,,,strict_required,
480,2,zh,en,空氣中浮游菌,airborne microbe,,,,,lexical_required,
481,2,zh,en,空氣取樣法,air sampling,,,,,lexical_required,
485,2,zh,en,空氣處理系統,air processing system,,,,,lexical_required,
484,2,zh,en,空氣換氣數,air change rate,,,,,lexical_required,
1936,2,zh,en,空氣量規(點檢)記錄表,Air gauge checklist,,,,,strict_required,
482,2,zh,en,空氣微粒清淨度,air particle purity,,,,,lexical_required,
2865,2,zh,en,空氣調節系統,Air Conditioning System,,,,,lexical_required,
483,2,zh,en,空氣懸浮微粒計數,airborne particle count,,,,,lexical_required,
1935,2,zh,en,空壓機自主檢查表,Air compressor self-inspection record form,,,,,strict_required,
1968,2,zh,en,臥式影像機保養記錄表,Projector maintenance record form,,,,,strict_required,
1978,2,zh,en,花崗岩平台保養(點檢)記錄表,Granite platform maintenance checklist,,,,,strict_required,
1990,2,zh,en,表面3D輪廓量測儀維護保養及校正作業辦法,Maintenance and calibration for 3D optical profilometer work instruction,,,,,strict_required,
1991,2,zh,en,表面粗度儀保養(點檢)記錄表,Surface roughness tester maintenance checklist,,,,,strict_required,
1992,2,zh,en,表面粗度儀校正作業辦法,Surface roughness tester calibrate instruction,,,,,strict_required,
1993,2,zh,en,表面粗度儀量測作業辦法,Surface roughness tester measure instruction,,,,,strict_required,
505,2,zh,en,表面處理,surface treatment,,,,,lexical_required,
2954,2,zh,en,表面輪廓,Surface profile,,,,,lexical_required,
1989,2,zh,en,表格、文件一覽表,Tables and documents list,,,,,strict_required,
2953,2,zh,en,表單操作說明,Form Operation Instructions,,,,,lexical_required,
2057,2,zh,en,金相作業測試規範,Testing criteria for metallography test,,,,,strict_required,
529,2,zh,en,金相試樣製備,metallographic sample preparation,,,,,lexical_required,
2058,2,zh,en,金相檢驗記錄表,Metallography inspection record form,,,,,strict_required,
3105,2,zh,en,金屬/非金屬材料,Metallic/Non-metallic material,,,,,lexical_required,
2054,2,zh,en,金屬拋光表面品質標準,Quality specification for metal polishing surface,,,,,lexical_required,
2053,2,zh,en,金屬帶鋸機設備操作及保養辦法,Metallic band sawing machine operate and maintain instruction,,,,,strict_required,
2056,2,zh,en,金屬清洗線工作記錄表,Metal cleaning line operation record form,,,,,strict_required,
2055,2,zh,en,金屬植入物外觀判定品質規範,Cosmetic inspection criteria for metallic implants,,,,,strict_required,
3113,2,zh,en,長條圖,Bar chart,,,,,lexical_required,
2086,2,zh,en,門禁保全管理辦法,Entrance security management instruction,,,,,strict_required,
3136,2,zh,en,非公共區域,Non-public areas,,,,,lexical_required,
3137,2,zh,en,非生產材料,Non-productive materials,,,,,lexical_required,
551,2,zh,en,非破壞性,non-destructive,,,,,lexical_required,
3138,2,zh,en,非蒸氣滅菌產品,Non-steam  sterilized  products,,,,,lexical_required,
1483,2,zh,en,保全卡借用登記表,Security card lending application form,,,,,strict_required,
2289,2,zh,en,保全備份,Security back up,,,,,lexical_required,
2290,2,zh,en,保存防護,Stock protection,,,,,lexical_required,
2291,2,zh,en,保管人,Keeper,,,,,lexical_required,
339,2,zh,en,保護性包裝,Protective packaging,,,,,lexical_required,
1509,2,zh,en,冠亞產品外觀標準品質規範,Cosmetic inspection criteria for A-Spine product,,,,,strict_required,
1533,2,zh,en,厚薄規校正作業辦法,Thickness gauge calibrate instruction,,,,,strict_required,
2402,2,zh,en,品保部,Quality Assurance Division,,,,,strict_required,
1555,2,zh,en,品保部直接人員操作訓練作業辦法,QC direct personnel operation training work instruction,,,,,strict_required,
2401,2,zh,en,品保單位,Quality Assurance Division,,,,,strict_required,
1554,2,zh,en,品保單位直接人員作業流程訓練後綜合評量表,QC direct personnel after operation process training comprehensive evaluation form,,,,,strict_required,
2403,2,zh,en,品牌溝通組,Brand Communication,,,,,strict_required,
2151,2,zh,en,品牌整合溝通部,Brand & Communications Division,,,,,strict_required,
1556,2,zh,en,品號明細表,Part numbers list,,,,,strict_required,
2405,2,zh,en,品質工程一組,Quality Engineering Section1,,,,,strict_required,
2406,2,zh,en,品質工程二組,Quality Engineering Section2,,,,,strict_required,
2407,2,zh,en,品質工程組,Quality Engineering Section,,,,,strict_required,
1557,2,zh,en,品質手冊,Quality manual,,,,,strict_required,
364,2,zh,en,品質水準,quality level,,,,,lexical_required,
2409,2,zh,en,品質目標,Quality objective,,,,,lexical_required,
2410,2,zh,en,品質目標之訂定,Set quality objectives,,,,,lexical_required,
2404,2,zh,en,品質判定,Quality judgment,,,,,lexical_required,
1565,2,zh,en,品質系統內部稽核會議簽到表,Quality system internal audit meeting attendance sheet,,,,,strict_required,
2419,2,zh,en,品質系統文件變更,Quality system documents change,,,,,lexical_required,
1566,2,zh,en,品質系統持續改進作業辦法,Quality system continuously improvement work instruction,,,,,strict_required,
1569,2,zh,en,品質系統風險評估管制辦法,Quality system risk evaluation control instruction,,,,,strict_required,
2422,2,zh,en,品質系統記錄,"Quality System Record, QSR",,,,,strict_required,
1567,2,zh,en,品質系統評估調查表,Quality system evaluate survey form,,,,,strict_required,
1568,2,zh,en,品質系統電腦軟體確效總表,Quality system computer software validation master list,,,,,strict_required,
2421,2,zh,en,品質系統管理組,Quality System Management Section,,,,,strict_required,
2420,2,zh,en,品質系統稽核,Quality system audit,,,,,lexical_required,
365,2,zh,en,品質特性,Quality Characteristic,,,,,lexical_required,
2423,2,zh,en,品質記錄,Quality records,,,,,lexical_required,
2424,2,zh,en,品質記錄之保存年限,Years of retaining quality records,,,,,lexical_required,
1570,2,zh,en,品質記錄管理程序,Quality record management procedure,,,,,strict_required,
1558,2,zh,en,品質異常分析查檢表,Non-conformance analysis checklist,,,,,strict_required,
2408,2,zh,en,品質異常處理小組,Non-conformance disposition team,,,,,strict_required,
1560,2,zh,en,品質異常處理小組會議記錄單,Non-conformance disposition team meeting minutes,,,,,strict_required,
1559,2,zh,en,品質異常處理單(N.C.R),Non-conformance report form,,,,,strict_required,
1561,2,zh,en,品質異常處理管制辦法,Non-conforming part control instruction,,,,,strict_required,
2411,2,zh,en,品質管制組,Quality Control Section,,,,,strict_required,
1562,2,zh,en,品質管理工程表,Quality control plan form,,,,,strict_required,
2415,2,zh,en,品質管理工程表草稿,Draft quality control plan form,,,,,strict_required,
2412,2,zh,en,品質管理代表,Quality management representative,,,,,strict_required,
2413,2,zh,en,品質管理代表的職責,The responsibility and authority of Quality Management Representative,,,,,lexical_required,
2418,2,zh,en,品質管理系統、環境管理系統和職業安全衛生管理系統文件,"Quality  management system documents, environmental management system documents and occupational safety & health management system documents",,,,,lexical_required,
1563,2,zh,en,品質管理系統流程文件風險評估管制表,Procedure of quality management system risk evaluation control form,,,,,strict_required,
1564,2,zh,en,品質管理系統流程風險分析表,Quality management system process risk analysis form,,,,,strict_required,
2416,2,zh,en,品質管理活動,Quality management activities,,,,,lexical_required,
2417,2,zh,en,品質管理活動、環境管理活動和職業安全衛生管理活動,"Quality management activities, environmental management activities and occupational safety & health management activities",,,,,lexical_required,
2414,2,zh,en,品質管理審查會週期,The period of management review,,,,,lexical_required,
2496,2,zh,en,客戶,Customer,,,,,lexical_required,
2497,2,zh,en,客戶下單,Customer order,,,,,strict_required,
2498,2,zh,en,客戶下單／受理審核,Customer ordering / review,,,,,lexical_required,
2499,2,zh,en,客戶供應儀器之校正管理,Calibration management for the customer’s devices,,,,,lexical_required,
2500,2,zh,en,客戶抱怨,Customer complaints,,,,,lexical_required,
2502,2,zh,en,客戶服務或營業單位,Customer Service Division or Sales Department,,,,,strict_required,
2155,2,zh,en,客戶服務部,Customer Service Division,,,,,strict_required,
2501,2,zh,en,客戶服務單位,Customer Service Division,,,,,strict_required,
2503,2,zh,en,客戶服務管理,Customer Service Management,,,,,lexical_required,
1623,2,zh,en,客戶服務管理程序,Customer service management procedure,,,,,strict_required,
1622,2,zh,en,客戶建議受理單,Customers suggestion reception form,,,,,strict_required,
2505,2,zh,en,客戶要求變更,Customer demand change,,,,,lexical_required,
1625,2,zh,en,客戶訂製品作業辦法,Custom-made products work instruction,,,,,strict_required,
1627,2,zh,en,客戶訂製品處理單,Custom-made products processed form,,,,,strict_required,
1626,2,zh,en,客戶訂製品確認單,Custom-made products confirmation form,,,,,strict_required,
1628,2,zh,en,客戶訂製單,Custom-made order form,,,,,strict_required,
2509,2,zh,en,客戶退回產品,Customer returned products,,,,,lexical_required,
2506,2,zh,en,客戶訴怨,Customer complaint,,,,,lexical_required,
2507,2,zh,en,客戶訴怨之受理,Customer complaints reception,,,,,lexical_required,
1629,2,zh,en,客戶訴怨回覆單,Customer complaints reply form,,,,,strict_required,
1630,2,zh,en,客戶訴怨查檢表,Customer complaints checklist,,,,,strict_required,
381,2,zh,en,客戶訴怨記錄,customer complaints records,,,,,lexical_required,
2508,2,zh,en,客戶訴怨處理,Dispose customer complaints,,,,,lexical_required,
1631,2,zh,en,客戶訴怨處理作業程序,Customer complaint management procedure,,,,,strict_required,
1632,2,zh,en,客戶訴怨處理單,Customer complaint disposition form,,,,,strict_required,
2504,2,zh,en,客戶滿意度,Customer satisfaction,,,,,lexical_required,
1624,2,zh,en,客戶滿意度調查結果與分析表,Results and analysis of customer satisfaction survey,,,,,strict_required,
1634,2,zh,en,客戶銷貨單,Customer sales form,,,,,strict_required,
1633,2,zh,en,客戶變更需求處理單,Customer change disposition form,,,,,strict_required,
2494,2,zh,en,客供品,Customer property,,,,,lexical_required,
1621,2,zh,en,客供品管理程序,Customer property management procedure,,,,,strict_required,
2495,2,zh,en,客供檢測儀器,Customer measurement devices,,,,,lexical_required,
2510,2,zh,en,客服單位,Customer Service Division,,,,,strict_required,
2514,2,zh,en,客退品,Returned products,,,,,lexical_required,
1636,2,zh,en,客退品明細及原因記錄單,Customer return products record form,,,,,strict_required,
1637,2,zh,en,客退品管制程序,Product returned control procedure,,,,,strict_required,
2513,2,zh,en,客訴分類,Complaint leveling,,,,,lexical_required,
1635,2,zh,en,客訴異常品管理辦法,Non-conformity product of customer complaint management instruction,,,,,strict_required,
2511,2,zh,en,客源屬性,Customer property,,,,,lexical_required,
2512,2,zh,en,客製組,Custom-made Section,,,,,strict_required,
2568,2,zh,en,建檔管制,Document filing control,,,,,lexical_required,
2569,2,zh,en,建議事項,Suggestion,,,,,lexical_required,
2570,2,zh,en,建議性通告,Advisory notice,,,,,lexical_required,
2571,2,zh,en,後製程技術組,Post-processing Technique Section,,,,,strict_required,
1669,2,zh,en,恆濕恆溫機保養(點檢)記錄表,Humidostat and thermostat equipment maintenance daily checklist,,,,,strict_required,
400,2,zh,en,持續生產產品,continuous production,,,,,lexical_required,
2610,2,zh,en,故障,Malfunction,,,,,lexical_required,
2649,2,zh,en,柏拉圖,Pareto chart,,,,,lexical_required,
416,2,zh,en,查證,verify,,,,,lexical_required,
2650,2,zh,en,查證劑量,Verification dose,,,,,lexical_required,
2716,2,zh,en,洗滌水,Washing water,,,,,lexical_required,
2717,2,zh,en,洗滌水監控管制,Washing water monitoring control,,,,,lexical_required,
1797,2,zh,en,洛氏硬度試驗機日常查核記錄表,Rockwell hardness machine daily check record form,,,,,strict_required,
1796,2,zh,en,洛氏硬度機校正作業辦法,Rockwell hardness tester calibrate instruction,,,,,strict_required,
1795,2,zh,en,洛式硬度測試作業辦法,Rockwell hardness test work instruction,,,,,strict_required,
2718,2,zh,en,活動行銷組,Event Marketing,,,,,strict_required,
430,2,zh,en,活動性,mobility,,,,,lexical_required,
2719,2,zh,en,派工,Dispatching,,,,,lexical_required,
2720,2,zh,en,流程之監控與量測,Monitor and measurement to process,,,,,lexical_required,
431,2,zh,en,流程圖,Flowchart,,,,,strict_required,
2721,2,zh,en,流程監控與量測資料蒐集與整理,Data collection & sorting on monitored and measured process,,,,,lexical_required,
2838,2,zh,en,相同最終清洗特性,the same characteristic of final cleaning process,,,,,lexical_required,
467,2,zh,en,相對標準差,relative standard deviation,,,,,lexical_required,
2839,2,zh,en,相關外來文件,Related External Documents,,,,,reference_only,
1923,2,zh,en,砂(布)輪機操作及保養辦法,Grinder operate machine and maintain instruction,,,,,strict_required,
3167,2,zh,en,砂布機操作及保養辦法,Grinder operate machine and maintain instruction,,,,,strict_required,
1924,2,zh,en,砂輪切割機保養(日點檢)記錄表,Wheel cutting machine maintenance daily checklist,,,,,strict_required,
3166,2,zh,en,砂輪機操作及保養辦法,Grinder operate machine and maintain instruction,,,,,strict_required,
2850,2,zh,en,研究人員,Researcher,,,,,lexical_required,
2845,2,zh,en,研發工程人員,R&D engineers,,,,,lexical_required,
2167,2,zh,en,研發中心,Research & Development Department,,,,,strict_required,
2846,2,zh,en,研發計畫案,R&D plan project,,,,,lexical_required,
2168,2,zh,en,研發設計部,R&D Division,,,,,strict_required,
2847,2,zh,en,研發設計單位,Research & Design Division,,,,,strict_required,
2848,2,zh,en,研發設計單位與器械開發單位,R&D Division and Instrument Development Division,,,,,strict_required,
2849,2,zh,en,研發設計與器械開發單位,R & D and Instrument Development Division,,,,,strict_required,
2844,2,zh,en,研發單位,R&D Division,,,,,strict_required,
470,2,zh,en,研磨,grinding,,,,,lexical_required,
